-1.780148409307003021e-02,-2.338209934532642365e-02,6.666643619537353516e-01,1.268175709992647171e-02,3.927662037312984467e-03,-8.648542165756225586e-01,5.018475055694580078e-01,-3.644103929400444031e-02,-3.518257290124893188e-02,-4.065360408276319504e-03,2.550070285797119141e-01,-2.527375817298889160e-01,2.784052304923534393e-02,-2.853354252874851227e-02,-1.092148013412952423e-03,-1.050416007637977600e-02,2.218548059463500977e-01,-2.282002866268157959e-01,-6.802836433053016663e-03,-1.038116216659545898e-02,-2.373418770730495453e-03,-6.098874285817146301e-02,1.035513654351234436e-01,2.936452925205230713e-01,-6.114115938544273376e-03,1.462767243385314941e+00,4.484156612306833267e-03,7.122004032135009766e-02,4.376419633626937866e-02,1.067937165498733521e-01,-3.036217689514160156e-01,3.822887083515524864e-03,1.455635786056518555e+00,-6.121893413364887238e-03,7.444994151592254639e-02,-4.269172623753547668e-02
-1.757536269724369049e-02,-2.279876545071601868e-02,6.637536287307739258e-01,8.853692561388015747e-03,3.421043045818805695e-03,-8.672072887420654297e-01,4.978568851947784424e-01,-7.331575453281402588e-02,-2.918333187699317932e-02,5.512355361133813858e-03,3.547663986682891846e-01,-3.084982037544250488e-01,2.675662375986576080e-02,-7.313697040081024170e-02,4.688458982855081558e-03,-2.384219085797667503e-03,3.306964933872222900e-01,-2.848019003868103027e-01,-8.014485239982604980e-03,-1.048241509124636650e-03,-3.889366053044795990e-04,-4.935681074857711792e-02,6.300606578588485718e-02,3.065329194068908691e-01,-6.435572169721126556e-03,1.537039637565612793e+00,3.221464576199650764e-04,1.636797562241554260e-02,3.179093450307846069e-02,6.226083263754844666e-02,-3.140411376953125000e-01,6.160838063806295395e-03,1.536367058753967285e+00,-4.589608870446681976e-04,1.783309131860733032e-02,-3.038401156663894653e-02
-1.930636726319789886e-02,-2.550714090466499329e-02,6.635650992393493652e-01,2.240882441401481628e-02,1.152708381414413452e-02,-8.672587871551513672e-01,4.972194731235504150e-01,-8.661025017499923706e-02,-2.790722064673900604e-02,5.698862019926309586e-03,3.302867710590362549e-01,-3.086751401424407959e-01,2.617637440562248230e-02,-9.074287861585617065e-02,5.903937853872776031e-03,-1.363296061754226685e-03,3.141508400440216064e-01,-2.883214652538299561e-01,-8.359652943909168243e-03,-8.775507012614980340e-05,-7.297985721379518509e-04,-6.687314808368682861e-02,3.022672981023788452e-02,3.412709236145019531e-01,-3.288930514827370644e-03,1.558976411819458008e+00,-9.552901610732078552e-05,5.980269052088260651e-03,1.090903859585523605e-02,2.975117042660713196e-02,-3.451645672321319580e-01,3.223728388547897339e-03,1.558934569358825684e+00,5.067136225989088416e-05,6.369797047227621078e-03,-1.029799506068229675e-02
-1.934423856437206268e-02,-2.552592940628528595e-02,6.638597846031188965e-01,2.704135887324810028e-02,1.397835183888673782e-02,-8.671904802322387695e-01,4.970453381538391113e-01,-9.350691735744476318e-02,-2.821106091141700745e-02,5.900049116462469101e-03,3.194749653339385986e-01,-3.017843663692474365e-01,2.615745738148689270e-02,-9.967294335365295410e-02,5.605773068964481354e-03,-1.036368892528116703e-03,3.074012398719787598e-01,-2.833546400070190430e-01,-8.343185298144817352e-03,1.496301265433430672e-04,-1.277410075999796391e-03,-7.389152795076370239e-02,2.158381044864654541e-02,3.437922596931457520e-01,-2.481071278452873230e-03,1.567289233207702637e+00,-2.766431862255558372e-05,2.050108043476939201e-03,6.261625792831182480e-03,2.111968025565147400e-02,-3.468847870826721191e-01,2.312112599611282349e-03,1.567438483238220215e+00,-1.390790771438332740e-06,2.180814044550061226e-03,-5.971965845674276352e-03
-1.934142410755157471e-02,-2.551275305449962616e-02,6.640041470527648926e-01,2.939466945827007294e-02,1.509744115173816681e-02,-8.671222925186157227e-01,4.969978928565979004e-01,-9.706389904022216797e-02,-2.866646088659763336e-02,5.978328175842761993e-03,3.140698075294494629e-01,-2.980870306491851807e-01,2.621937356889247894e-02,-1.043684855103492737e-01,5.152746569365262985e-03,-9.030451765283942223e-04,3.044267594814300537e-01,-2.809236347675323486e-01,-8.268966339528560638e-03,1.655713422223925591e-04,-1.723572378978133202e-03,-7.819665968418121338e-02,1.918680593371391296e-02,3.441753089427947998e-01,-2.310431562364101410e-03,1.570009350776672363e+00,1.676703141129110008e-05,5.650973762385547161e-04,5.525898188352584839e-03,1.873176544904708862e-02,-3.470535874366760254e-01,2.078056568279862404e-03,1.570214748382568359e+00,-5.144278838997706771e-05,6.293874466791749001e-04,-5.323906429111957550e-03
-1.934183947741985321e-02,-2.551209740340709686e-02,6.640727519989013672e-01,3.065652027726173401e-02,1.564921811223030090e-02,-8.670750260353088379e-01,4.969871342182159424e-01,-9.896175563335418701e-02,-2.902226708829402924e-02,6.011921446770429611e-03,3.112677633762359619e-01,-2.961527705192565918e-01,2.627551741898059845e-02,-1.069789901375770569e-01,4.797948990017175674e-03,-8.406535489484667778e-04,3.031914234161376953e-01,-2.798364758491516113e-01,-8.206550963222980499e-03,1.313629181822761893e-04,-2.039728919044137001e-03,-8.077369630336761475e-02,1.860546320676803589e-02,3.442596197128295898e-01,-2.305315574631094933e-03,1.570877313613891602e+00,2.892741213145200163e-05,3.876019036397337914e-05,5.408379249274730682e-03,1.815529540181159973e-02,-3.470526039600372314e-01,2.049386035650968552e-03,1.571097135543823242e+00,-6.844824383733794093e-05,8.517255628248676658e-05,-5.229978356510400772e-03
-1.934291236102581024e-02,-2.551374770700931549e-02,6.641054153442382812e-01,3.135040774941444397e-02,1.592971011996269226e-02,-8.670454621315002441e-01,4.969865083694458008e-01,-1.000070720911026001e-01,-2.926869131624698639e-02,6.030404008924961090e-03,3.097870647907257080e-01,-2.951219677925109863e-01,2.631594613194465637e-02,-1.084903627634048462e-01,4.551932215690612793e-03,-8.068790193647146225e-04,3.027462661266326904e-01,-2.793727815151214600e-01,-8.162785321474075317e-03,9.564350330037996173e-05,-2.253565005958080292e-03,-8.227441459894180298e-02,1.852446608245372772e-02,3.442897498607635498e-01,-2.330324146896600723e-03,1.571143150329589844e+00,2.992144800373353064e-05,-1.420289481757208705e-04,5.387538112699985504e-03,1.807568408548831940e-02,-3.470356762409210205e-01,2.068579662591218948e-03,1.571366429328918457e+00,-7.163913687691092491e-05,-1.003603028948418796e-04,-5.217035766690969467e-03
-1.934367977082729340e-02,-2.551502175629138947e-02,6.641208529472351074e-01,3.173988312482833862e-02,1.607477292418479919e-02,-8.670275211334228516e-01,4.969883561134338379e-01,-1.005983352661132812e-01,-2.943364158272743225e-02,6.042449269443750381e-03,3.089942932128906250e-01,-2.945635616779327393e-01,2.634343877434730530e-02,-1.093907803297042847e-01,4.387121181935071945e-03,-7.866985397413372993e-04,3.026426732540130615e-01,-2.791933417320251465e-01,-8.133498951792716980e-03,6.835340900579467416e-05,-2.395855030044913292e-03,-8.313903212547302246e-02,1.855850778520107269e-02,3.443054556846618652e-01,-2.352760639041662216e-03,1.571218252182006836e+00,2.846156166924629360e-05,-2.029985917033627629e-04,5.382801871746778488e-03,1.810956560075283051e-02,-3.470216989517211914e-01,2.091111382469534874e-03,1.571442246437072754e+00,-7.093926978996023536e-05,-1.625172444619238377e-04,-5.215973127633333206e-03
-1.934408396482467651e-02,-2.551566623151302338e-02,6.641278862953186035e-01,3.196247294545173645e-02,1.615059189498424530e-02,-8.670167326927185059e-01,4.969904720783233643e-01,-1.009402871131896973e-01,-2.954294532537460327e-02,6.050814874470233917e-03,3.085653483867645264e-01,-2.942567765712738037e-01,2.636181190609931946e-02,-1.099385246634483337e-01,4.277843516319990158e-03,-7.740021101199090481e-04,3.026728034019470215e-01,-2.791392505168914795e-01,-8.114150725305080414e-03,4.932596129947341979e-05,-2.490021754056215286e-03,-8.363690972328186035e-02,1.860369741916656494e-02,3.443149924278259277e-01,-2.367889275774359703e-03,1.571235656738281250e+00,2.700590084714349359e-05,-2.232791448477655649e-04,5.381254944950342178e-03,1.815417595207691193e-02,-3.470118045806884766e-01,2.107708714902400970e-03,1.571459889411926270e+00,-6.967733497731387615e-05,-1.830621622502803802e-04,-5.216565914452075958e-03
-1.934424601495265961e-02,-2.551589161157608032e-02,6.641309261322021484e-01,3.209180012345314026e-02,1.619050465524196625e-02,-8.670101761817932129e-01,4.969922304153442383e-01,-1.011418700218200684e-01,-2.961517684161663055e-02,6.056691519916057587e-03,3.083310425281524658e-01,-2.940859794616699219e-01,2.637402154505252838e-02,-1.102770641446113586e-01,4.205595236271619797e-03,-7.658191025257110596e-04,3.027440309524536133e-01,-2.791366577148437500e-01,-8.101405575871467590e-03,3.650458165793679655e-05,-2.552243648096919060e-03,-8.392515033483505249e-02,1.863785460591316223e-02,3.443210422992706299e-01,-2.377168741077184677e-03,1.571237206459045410e+00,2.599454819574020803e-05,-2.299427433172240853e-04,5.380579736083745956e-03,1.818776875734329224e-02,-3.470050096511840820e-01,2.118421252816915512e-03,1.571461558341979980e+00,-6.867761840112507343e-05,-1.897694601211696863e-04,-5.217253230512142181e-03
